4200572	t7663 A1	Quasar 670	BHQ-2	
4367409	RNP Probe	FAM	BHQ-1	
4367406	Measles N3 Probe	FAM	BHQ-1	
4369000	ECPA_MB_MeltBlank		Methylene Blue	MS not oklow Yield after Ods 03/06/15 mrr
4369078	C3MAH-NucABsd4001-F			
4369079	C3MAW-NucABsd4013-F			
4369080	C3MB9-NucABsd4025-F			
4369081	C3MBN-NucABsd4037-F			
4369082	C3MC1-NucABsd4049-F			
4369083	C3MCD-NucABsd4061-F			
4369084	C3MCS-NucABsd4073-F			no FLP: TS
4369085	C3MAJ-NucABsd4002-F			
4369086	C3MAX-NucABsd4014-F			
4369087	C3MBA-NucABsd4026-F			
4369088	C3MBP-NucABsd4038-F			
4369089	C3MC2-NucABsd4050-F			
4369090	C3MCE-NucABsd4062-F			
4369091	C3MCT-NucABsd4074-F			no FLP: TS
4369092	C3MAK-NucABsd4003-F			
4369093	C3MAY-NucABsd4015-F			
4369094	C3MBB-NucABsd4027-F			
4369095	C3MBQ-NucABsd4039-F			
4369096	C3MC3-NucABsd4051-F			
4369097	C3MCF-NucABsd4063-F			
4369098	C3MCU-NucABsd4075-F			no FLP: TS
4369099	C3MAM-NucABsd4004-F			
4369100	C3MAZ-NucABsd4016-F			
4369101	C3MBC-NucABsd4028-F			
4369102	C3MBR-NucABsd4040-F			
4369103	C3MC4-NucABsd4052-F			
4369104	C3MCG-NucABsd4064-F			
4369105	C3MCV-NucABsd4076-F			
4369106	C3MAN-NucABsd4005-F			
4369107	C3MB1-NucABsd4017-F			
4369108	C3MBD-NucABsd4029-F			
4369109	C3MBS-NucABsd4041-F			
4369110	C3MC5-NucABsd4053-F			
4369111	C3MCH-NucABsd4065-F			
4369112	C3MCW-NucABsd4077-F			no FLP: TS
4369113	C3MAP-NucABsd4006-F			
4369114	C3MB2-NucABsd4018-F			
4369115	C3MBE-NucABsd4030-F			
4369116	C3MBT-NucABsd4042-F			
4369117	C3MC6-NucABsd4054-F			
4369118	C3MCJ-NucABsd4066-F			
4369119	C3MCX-NucABsd4078-F			poor synthesis: TS
4369120	C3MAQ-NucABsd4007-F			
4369121	C3MB3-NucABsd4019-F			
4369122	C3MBF-NucABsd4031-F			
4369123	C3MBU-NucABsd4043-F			
4369124	C3MC7-NucABsd4055-F			
4369125	C3MCK-NucABsd4067-F			
4369126	C3MCY-NucABsd4079-F			
4369127	C3MAR-NucABsd4008-F			
4369128	C3MB4-NucABsd4020-F			
4369129	C3MBG-NucABsd4032-F			poor synthesis: TS
4369130	C3MBV-NucABsd4044-F			
4369131	C3MC8-NucABsd4056-F			
4369132	C3MCM-NucABsd4068-F			
4369133	C3MCZ-NucABsd4080-F			poor synthesis: TS
4369134	C3MAS-NucABsd4009-F			
4369135	C3MB5-NucABsd4021-F			
4369136	C3MBH-NucABsd4033-F			
4369137	C3MBW-NucABsd4045-F			
4369138	C3MC9-NucABsd4057-F			
4369139	C3MCN-NucABsd4069-F			
4369140	C3MD1-NucABsd4081-F			poor synthesis: TS
4369141	C3MAT-NucABsd4010-F			
4369142	C3MB6-NucABsd4022-F			
4369143	C3MBJ-NucABsd4034-F			
4369144	C3MBX-NucABsd4046-F			
4369145	C3MCA-NucABsd4058-F			
4369146	C3MCP-NucABsd4070-F			
4369147	C3MD2-NucABsd4082-F			no FLP: TS
4369148	C3MAU-NucABsd4011-F			
4369149	C3MB7-NucABsd4023-F			
4369150	C3MBK-NucABsd4035-F			
4369151	C3MBY-NucABsd4047-F			
4369152	C3MCB-NucABsd4059-F			
4369153	C3MCQ-NucABsd4071-F			
4369154	C3MD3-NucABsd4083-F			
4369155	C3MAV-NucABsd4012-F			
4369156	C3MB8-NucABsd4024-F			
4369157	C3MBM-NucABsd4036-F			
4369158	C3MBZ-NucABsd4048-F			
4369159	C3MCC-NucABsd4060-F			
4369160	C3MCR-NucABsd4072-F			
4369161	C3MD4-NucABsd4084-F			
4369246	C3MAH-NucABsd4001-R			
4369247	C3MAW-NucABsd4013-R			
4369248	C3MB9-NucABsd4025-R			
4369249	C3MBN-NucABsd4037-R			
4369250	C3MC1-NucABsd4049-R			
4369251	C3MCD-NucABsd4061-R			
4369252	C3MCS-NucABsd4073-R			
4369253	C3MAJ-NucABsd4002-R			
4369254	C3MAX-NucABsd4014-R			
4369255	C3MBA-NucABsd4026-R			
4369256	C3MBP-NucABsd4038-R			
4369257	C3MC2-NucABsd4050-R			
4369258	C3MCE-NucABsd4062-R			
4369259	C3MCT-NucABsd4074-R			
4369260	C3MAK-NucABsd4003-R			
4369261	C3MAY-NucABsd4015-R			
4369262	C3MBB-NucABsd4027-R			
4369263	C3MBQ-NucABsd4039-R			
4369264	C3MC3-NucABsd4051-R			
4369265	C3MCF-NucABsd4063-R			
4369266	C3MCU-NucABsd4075-R			
4369267	C3MAM-NucABsd4004-R			
4369268	C3MAZ-NucABsd4016-R			
4369269	C3MBC-NucABsd4028-R			
4369270	C3MBR-NucABsd4040-R			
4369271	C3MC4-NucABsd4052-R			
4369272	C3MCG-NucABsd4064-R			
4369273	C3MCV-NucABsd4076-R			
4369274	C3MAN-NucABsd4005-R			
4369275	C3MB1-NucABsd4017-R			
4369276	C3MBD-NucABsd4029-R			
4369277	C3MBS-NucABsd4041-R			
4369278	C3MC5-NucABsd4053-R			
4369279	C3MCH-NucABsd4065-R			
4369280	C3MCW-NucABsd4077-R			
4369281	C3MAP-NucABsd4006-R			
4369282	C3MB2-NucABsd4018-R			
4369283	C3MBE-NucABsd4030-R			
4369284	C3MBT-NucABsd4042-R			
4369285	C3MC6-NucABsd4054-R			
4369286	C3MCJ-NucABsd4066-R			
4369287	C3MCX-NucABsd4078-R			
4369288	C3MAQ-NucABsd4007-R			
4369289	C3MB3-NucABsd4019-R			
4369290	C3MBF-NucABsd4031-R			
4369291	C3MBU-NucABsd4043-R			
4369292	C3MC7-NucABsd4055-R			
4369293	C3MCK-NucABsd4067-R			
4369294	C3MCY-NucABsd4079-R			
4369295	C3MAR-NucABsd4008-R			
4369296	C3MB4-NucABsd4020-R			
4369297	C3MBG-NucABsd4032-R			
4369298	C3MBV-NucABsd4044-R			
4369299	C3MC8-NucABsd4056-R			
4369300	C3MCM-NucABsd4068-R			
4369301	C3MCZ-NucABsd4080-R			
4369302	C3MAS-NucABsd4009-R			
4369303	C3MB5-NucABsd4021-R			
4369304	C3MBH-NucABsd4033-R			
4369305	C3MBW-NucABsd4045-R			
4369306	C3MC9-NucABsd4057-R			
4369307	C3MCN-NucABsd4069-R			
4369308	C3MD1-NucABsd4081-R			
4369309	C3MAT-NucABsd4010-R			
4369310	C3MB6-NucABsd4022-R			
4369311	C3MBJ-NucABsd4034-R			
4369312	C3MBX-NucABsd4046-R			
4369313	C3MCA-NucABsd4058-R			
4369314	C3MCP-NucABsd4070-R			
4369315	C3MD2-NucABsd4082-R			
4369316	C3MAU-NucABsd4011-R			
4369317	C3MB7-NucABsd4023-R			
4369318	C3MBK-NucABsd4035-R			
4369319	C3MBY-NucABsd4047-R			
4369320	C3MCB-NucABsd4059-R			
4369321	C3MCQ-NucABsd4071-R			
4369322	C3MD3-NucABsd4083-R			
4369323	C3MAV-NucABsd4012-R			
4369324	C3MB8-NucABsd4024-R			
4369325	C3MBM-NucABsd4036-R			
4369326	C3MBZ-NucABsd4048-R			
4369327	C3MCC-NucABsd4060-R			
4369328	C3MCR-NucABsd4072-R			
4369329	C3MD4-NucABsd4084-R			
4369162	C3MD5-NucABsd4085-F			
4369163	C3MDH-NucABsd4097-F			
4369164	C3MDW-NucABsd4109-F			
4369165	C3ME9-NucABsd4121-F			
4369166	C3MEN-NucABsd4133-F			
4369167	C3MF1-NucABsd4145-F			
4369168	C3MFD-NucABsd4157-F			
4369169	C3MD6-NucABsd4086-F			
4369170	C3MDJ-NucABsd4098-F			
4369171	C3MDX-NucABsd4110-F			
4369172	C3MEA-NucABsd4122-F			
4369173	C3MEP-NucABsd4134-F			
4369174	C3MF2-NucABsd4146-F			
4369175	C3MFE-NucABsd4158-F			
4369176	C3MD7-NucABsd4087-F			
4369177	C3MDK-NucABsd4099-F			
4369178	C3MDY-NucABsd4111-F			
4369179	C3MEB-NucABsd4123-F			
4369180	C3MEQ-NucABsd4135-F			
4369181	C3MF3-NucABsd4147-F			
4369182	C3MFF-NucABsd4159-F			
4369183	C3MD8-NucABsd4088-F			
4369184	C3MDM-NucABsd4100-F			
4369185	C3MDZ-NucABsd4112-F			
4369186	C3MEC-NucABsd4124-F			
4369187	C3MER-NucABsd4136-F			
4369188	C3MF4-NucABsd4148-F			
4369189	C3MFG-NucABsd4160-F			
4369190	C3MD9-NucABsd4089-F			
4369191	C3MDN-NucABsd4101-F			
4369192	C3ME1-NucABsd4113-F			
4369193	C3MED-NucABsd4125-F			
