4338226	XHP002P5'-Azido	5-Azido-dT		
4341935	Y66, XTG codon			
4341936	Y66, AYT codon			low yield at ODS 03/02/15 AG
4341937	Y66, CAX codon			
4341938	Y151, XTG codon			
4341939	Y151, AXT codon			
4341940	Y151, CAX codon			N-1 Failure
4341941	Mm, CAX anticodon			
4341942	Mm, AYT anticodon			low yield at ODS 03/02/15 AG
4341943	Mm, YTG anticodon			
4341944	Mj, CAX anticodon			
4341945	Mj, AYT anticodon			
4341946	Mj, YTG anticodon			
4341947	Mm, CAY anticodon			
4341948	Mj, CAY anticodon			
4341949	TK-1 rerun			
4341951	Oligo16 rerun			
4341953	Oligo19 rerun			
4341955	Y66, AXA codon			
4341956	Y66, AXT codon			
4341957	Y66, AXC codon			
4341958	Y66, AXG codon			
4341959	Y66, TXA codon			No FLP
4341960	Y66, TXT codon			No FLP
4341961	Y66, TXC codon			No FLP
4341962	Y66, TXG codon			low yield at ODS 03/02/15 AG
4341963	Y66, CXA codon			
4341964	Y66, CXT codon			No FLP
4341965	Y66, CXC codon			No FLP
4341966	Y66, CXG codon			No FLP
4341967	Y66, GXA codon			
4341968	Y66, GXT codon			
4341969	Y66, GXC codon			
4341970	Y66, GXG codon			
4341971	Y66 NNXNN library			synthesis failuresynthesis failure
4341972	Y66 NNNXNNN library			synthesis failuresynthesis failure
4341973	Y66 NXN library			
4341974	Pam 0 site, NaM			
4341975	Pam 0 site, TPT3			
4341976	Y66, YTG codon			
4341977	Y66, CAY codon			
4341978	Y151, YTG codon			
4341979	Y151, AYT codon			
4341980	Y151, CAY codon			
4341981	Mm, AXT anticodon			
4341982	Mm, XTG anticodon			
4341983	Mj, AXT anticodon			
4341984	Mj, XTG anticodon			
4341985	Y66, AAXTA codon			
4341986	Y66, AAXTT codon			
4341987	Y66, AAXTC codon			
4341988	Y66, AAXTG codon			
4341989	Y66, TAXTA codon			
4341990	Y66, TAXTT codon			
4341991	Y66, TAXTC codon			
4341992	Y66, TAXTG codon			
4341993	Y66, CAXTA codon			
4341994	Y66, CAXTT codon			
4341995	Y66, CAXTC codon			
4341996	Y66, CAXTG codon			
4341997	Y66, GAXTA codon			
4341998	Y66, GAXTT codon			
4341999	Y66, GAXTC codon			
4342000	Y66, GAXTG codon			
4342001	T7-SD-AUG-YUC			
4342002	T7-SD-AUG-UYC			synthesis failure
4342003	T7-SD-AUG-UUY			low yield at ODS 03/02/15 AG
4342004	tRNAPhe-GAX			
4342005	tRNAPhe-GXA			
4342006	tRNAPhe-XAA			
4357489	XTAGZA000001-Prop	Phos	3-O-Propargyl-A	
4357490	XTAGZA000002-Prop	Phos	3-O-Propargyl-A	
4358393	5-dRFAM + 3-TBHQ1 10000TU		T(BHQ-1)	
4358394	5-dRFAM + 3-TBHQ1 10004TD		T(BHQ-1)	
4358395	5-dRFAM + 3-TBHQ1 10005TD		T(BHQ-1)	DMT Left on
4355140	68_CAO_1463(150)	BHQ-3	Spacer C3	
4355141	31_CAO_1238(306)-1	BHQ-3	Spacer C3	reassigned for recombine 02/20/15 sd
4355147	68_CAO_1463(150)	BHQ-3	Spacer C3	reassigned for recombine 02/20/15 sd
4355153	56_CAO_1388(129)-1_Q705	BHQ-3	Spacer C3	
4354896	NG-80/131-1-C	BHQ-2	Spacer C3	
4359313	Quencher Select-Q4		BHQ-1	poor synthesis
4359079	9B_short1		Phos	wobblewobble
4359082	11B_short		Phos	
4359909	invA Scorp (CFR)	CAL Fluor Red 610		
4359304	new-11	Quasar 705	Spacer C3	
4361690	Stellaris™ FISH Probes, Human NEAT1_5 with Quasar® 570 Dye - Bulk Oligo Mix			
4361514	Stellaris™ FISH Probes, Human XIST with Quasar® 570 Dye - Bulk Oligo Mix			stellaris pool ok: TS
4361821	TS1-BHQ2BB	BHQ-2	Biosearch Blue	
4361114	ROV_VP4_PR170	Quasar 670	BHQ-2	wobblewobblesee 335727 for syn. info. dw
4361117	ROV-P6_PR482-2	Quasar 670	BHQ-2	see 335727 for syn. info. dw
4361118	ROV_VP4_PR173-1	Quasar 670	BHQ-2	see 335727 for syn. info. dw
4361120	ROV_VP4_PR173-3	Quasar 670	BHQ-2	see 335727 for syn. info. dw
4361139	ROV_VP4_PR173-1	Quasar 670	BHQ-2	see 335727 for syn. info. dw
4361140	ROV_VP4_PR173-2	Quasar 670	BHQ-2	wobblewobblesee 335727 for syn. info. dw
4361141	ROV_VP4_PR173-3	Quasar 670	BHQ-2	see 335727 for syn. info. dw
4361146	ROV_VP4_PR173	Quasar 670	BHQ-2	wobblewobblesee 335727 for syn. info. dw
4361147	ROV_VP4_PR173-1	Quasar 670	BHQ-2	see 335727 for syn. info. dw
4361149	ROV_VP4_PR173-3	Quasar 670	BHQ-2	see 335727 for syn. info. dw
4361153	ROV_VP4_PR173-1	Quasar 670	BHQ-2	see 335727 for syn. info. dw
4361154	ROV_VP4_PR173-2	Quasar 670	BHQ-2	see 335727 for syn. info. dw
4361104	NV-G2_ORF_PR5062-N6	BHQ-1	C3-Fluorescein	wobblewobblesee 335731 for syn. info. dw
4361105	NV-G2_ORF_PR5062-N7	BHQ-1	C3-Fluorescein	puritysee 335731 for syn. info. dw
4361106	NV-G2_ORF_PR5062-N8	BHQ-1	C3-Fluorescein	wobblewobblesee 335731 for syn. info. dw
4361122	NV-G2_ORF_PR5062-N1	BHQ-1	C3-Fluorescein	see 335731 for syn. info. dw
4361124	NV-G2_ORF_PR5062-N3	BHQ-1	C3-Fluorescein	wobblewobblesee 335731 for syn. info. dw
4361125	NV-G2_ORF_PR5062-N4	BHQ-1	C3-Fluorescein	wobblewobblesee 335731 for syn. info. dw
4361126	NV-G2_ORF_PR5062-N5	BHQ-1	C3-Fluorescein	wobblewobblesee 335731 for syn. info. dw
4361127	NV-G2_ORF_PR5062-N6	BHQ-1	C3-Fluorescein	wobblewobblesee 335731 for syn. info. dw
4361129	NV-G2_ORF_PR5062-N8	BHQ-1	C3-Fluorescein	wobblewobblesee 335731 for syn. info. dw
4361143	NV-G2_ORF_PR5062-N1	BHQ-1	C3-Fluorescein	see 335731 for syn. info. dw
4361151	NV-G2_ORF_PR5062-N1	BHQ-1	C3-Fluorescein	see 335731 for syn. info. dw
4361107	ADV40_hex_PF974	CAL Fluor Orange 560	BHQ-1	see 335730 for syn. info. dw
4361130	ADV40_hex_PF974	CAL Fluor Orange 560	BHQ-1	see 335730 for syn. info. dw
4361357	1128 (HXTC1507)-FAM	FAM	TAMRA	low Yield after ODs 02/19/15 mrr
4361420	WolDm1	Quasar 670		
4361423	WolDm1	Quasar 670		
4362900	T_PCR_A			
4362901	P1Amp			
4348870	Vi-atpA-ROXB2B	T(ROX)	BHQ-2	low Yield after ODs 02/19/15 mrr
4364357	Rdm52_1B5/55(C)-P		Phos	purity
4365600	(spa_hex_prb1)		Spacer C3	
4366653	Quasar670-phiX_3684	Quasar 670		
4366654	Quasar705-phiX_3684	Quasar 705		
4366644	Y Probe-1 CFG540/BHQ-1	CAL Fluor Gold 540	BHQ-1	
4366618	Si160_09.2014	CAL Fluor Red 610		
4361843	GC1-opcA Prob ROX	ROX-C6	BHQ-2	
4358485	1_F	Biotin		
4358486	2_F	Biotin		
4358487	3_F	Biotin		
4362119	2_F	Biotin		
4362121	4_F	Biotin		
4362123	7_F	Biotin		
4362124	8_F	Biotin		
4362126	10_F	Biotin		
4362130	14_F	Biotin		
4362131	15_F	Biotin		
4362132	Eh_F	Biotin		
4366617	S5_09.2014	FAM		Incomplete Deprotection
4366619	S3_11.2014	FAM		
4366620	S13_11.2014	FAM		-235
4366647	ALAS2_JOE_2		Spacer C3	MS not oklow yield at ODs 3/3/2015 cp
4366648	CYP2B7P1_JOE_2		Spacer C3	
4366649	HTN3_JOE_2		Spacer C3	
4366650	MMP10_JOE_2		Spacer C3	
4366651	TGM4_JOE_2		Spacer C3	purity
4366652	UBC_JOE_2		Spacer C3	purity
4366796	Para 2 Probe	FAM	Spacer C3	+647
4366797	Para 3 Probe	FAM	Spacer C3	wobble
4366524	z16ry	5-TAMRA		
4366777	APB2 MB6.16g_Rox 1	ROX-C6	BHQ-2	purity
4366778	APB2 MB6.16g_Rox 2	ROX-C6	BHQ-2	Poor BHQ2 Coupling
4365806	Coc Apt MB thiol	Thiol C6 SS	Methylene Blue	ms okay cflow yield at ods, sk 03/2/15
4361201	SV-G24_ORF1_CA5099(116)	BHQ-2	Spacer C3	
4361206	SV-G24_ORF1_CA5099(116)	BHQ-2	Spacer C3	
4366991	ceh-13_1		Quasar 670	
4366992	ceh-13_2		Quasar 670	
4366993	ceh-13_3		Quasar 670	
